movie,genre,plot
Chemistry,"['Comedy', ' Crime', ' Drama']","The scandalous lives of Liz and Michael, a cop and a lawyer who meet in a near-fatal coincidence. Drama and comedy with inevitable and powerful chemistry between a man and woman that completely alter a destined life plan."
Conversations with a Killer: The Ted Bundy Tapes,"['Documentary', ' Biography', ' Crime']","A look inside the mind of serial killer Ted Bundy, featuring interviews with him on death row."
My Blue Heaven,"['Comedy', ' Crime']","An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs."
Ghost Dog: The Way of the Samurai,"['Crime', ' Drama']",An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.
A Most Wanted Man,"['Crime', ' Drama', ' Thriller']","A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror."
Ordinary Joe,"['Crime', ' Drama', ' Music']","Centers on Joe Kimbreau as he makes a pivotal, life-changing decision at his college graduation and follows him on three parallel timelines: as a police officer, as a music star, and as a nurse."
Street Fighter: The Legend of Chun-Li,"['Action', ' Crime', ' Fantasy']","When a teenager, Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up, she goes into a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe."
Derailed,"['Crime', ' Drama', ' Thriller']","When two married business executives having an affair are blackmailed by a violent criminal, the two must turn the tables on him to save their families."
Delhi Crime,"['Crime', ' Drama']","Based on the Nirbhaya case, Delhi Crime follows the Delhi Police investigation into the finding of the men who perpetrated this crime."
U Turn,"['Crime', ' Drama', ' Thriller']",A man heading to Vegas to pay off his gambling debt before the Russian mafia kills him is forced to stop in an Arizona town where everything that can go wrong does go wrong.
Heart of Stone,"['Action', ' Crime', ' Thriller']",Plot kept under wraps. Described as a spy thriller.
Unthinkable,"['Crime', ' Drama', ' Thriller']",A psychological thriller centered around a black-ops interrogator and an F.B.I. Agent who press a suspect terrorist into divulging the location of three nuclear weapons set to detonate in the U.S.
The Infiltrator,"['Biography', ' Crime', ' Drama']",A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.
The Pink Panther Strikes Again,"['Comedy', ' Crime']","Charles Dreyfus (Herbert Lom), who has finally cracked over Inspector Jacques Clouseau's (Peter Sellers') antics, escapes from a mental institution and launches an elaborate plan to get rid of Clouseau once and for all."
The Enforcer,"['Action', ' Crime', ' Thriller']","San Francisco Inspector ""Dirty"" Harry Callahan must foil a terrorist organization made up of disgruntled Vietnam veterans. But this time, he's teamed with female partner Inspector Kate Moore, with whom he's not too excited to be working."
Man Bites Dog,"['Comedy', ' Crime', ' Drama']",A film crew follows a ruthless thief and heartless killer as he goes about his daily routine. But complications set in when the film crew lose their objectivity and begin lending a hand.
77 Sunset Strip,"['Action', ' Crime', ' Drama']","Stu Bailey and Jeff Spencer were the wisecracking, womanizing private detective heroes of this Warner Brothers drama."
Double Impact,"['Action', ' Crime']",Twin brothers are separated when their parents are murdered but 25 years later they re-unite in order to avenge their parents' death.
Now You See Me 3,"['Crime', ' Thriller']",A third installment of the 'Now You See Me' franchise. Plot undisclosed.
Red Heat,"['Action', ' Comedy', ' Crime']",A tough Russian policeman is forced to partner up with a cocky Chicago police detective when he is sent to Chicago to apprehend a Georgian drug lord who killed his partner and fled the country.
Jett,"['Crime', ' Drama', ' Thriller']","World-class thief Daisy ""Jett"" Kowalski is just out of prison and already being forced back into what got her there, by a group of eccentric and dangerous criminals."
Out for Justice,"['Action', ' Crime', ' Drama']",The gruesome murder of a Brooklyn Detective will turn the case into a personal vendetta when the deceased's best friend and fellow officer will unleash an all-out attack against a psychotic Mafia enforcer's brutal gang.
Suburbicon,"['Comedy', ' Crime', ' Drama']","As a 1950s suburban community self-destructs, a home invasion has sinister consequences for one seemingly normal family."
Gone Mom,"['Drama', ' Crime']","Jennifer Dulos, the wealthy, Connecticut mother-of-five who mysteriously vanished."
Forensic Files,"['Documentary', ' Crime']",A series featuring detailed accounts on how notable crimes and diseases were solved through forensic science.
Suburra: Blood on Rome,"['Action', ' Crime']","In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican."
Gigli,"['Comedy', ' Crime', ' Romance']",Larry Gigli is assigned by a crime boss to kidnap the brother of a prominent district attorney. A beautiful woman known only as Ricki is sent to stay with him to make sure he doesn't mess up the job.
Something Wild,"['Comedy', ' Crime', ' Romance']","A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up."
Phoenix Rising,"['Documentary', ' Crime']","The true story of actress and activist Evan Rachel Wood, a survivor of domestic violence as she moves toward naming her infamous abuser for the first time."
Juice,"['Action', ' Crime', ' Drama']","Four inner-city teenagers get caught up in the pursuit of power and happiness, which they refer to as ""the juice""."
The Taking of Pelham 1 2 3,"['Action', ' Crime', ' Thriller']","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime."
Escape Plan 3,"['Action', ' Crime', ' Thriller']","After security expert Ray Breslin is hired to rescue the kidnapped daughter of a Hong Kong tech mogul from a formidable Latvian prison, Breslin's girlfriend is also captured."
Finestkind,"['Crime', ' Drama', ' Thriller']",Two brothers are pulled into a deal with an organized crime syndicate in Boston.
Running Scared,"['Action', ' Crime', ' Drama']","A low-ranking thug is entrusted by his crime boss to dispose of a gun that killed corrupt cops, but things get out of control when the gun ends up in wrong hands."
The Last Seduction,"['Crime', ' Drama', ' Romance']",A devious sexpot steals her husband's drug money and hides out in a small town where she meets the perfect dupe for her next scheme.
Kama Sutra: A Tale of Love,"['Crime', ' Drama', ' History']",Two female friends become sexual rivals at maturity.
Cassandra's Dream,"['Crime', ' Drama', ' Romance']","The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go badly and the two become enemies."
Special OPS,"['Action', ' Crime', ' Thriller']","The story through the eyes of Himmat Singh is based on the inspiration was taken from Nineteen Years of nationally significant events, several espionage missions were undertaken by India in the last two decades."
Out of Death,"['Crime', ' Thriller']",A corrupt Sheriff's department in a rural mountain town comes undone when an unintended witness throws a wrench into their shady operation.
Rififi,"['Crime', ' Drama', ' Thriller']","Four men plan a technically perfect crime, but the human element intervenes..."
Bluff,"['Crime', ' Drama', ' Thriller']",A London police officer goes undercover as a heroin addict in a small English town and manipulates an unsuspecting local junkie into working with him for a dangerous drug dealer.
Dear Father,"['Comedy', ' Crime', ' Drama']","After a man falls from his balcony, a police investigation focuses on the man's son and daughter-in-law."
Sardar Udham,"['Biography', ' Crime', ' Drama']",A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.
Le Samouraï,"['Crime', ' Drama']",After professional hitman Jef Costello is seen by witnesses his efforts to provide himself an alibi drive him further into a corner.
The Skulls,"['Action', ' Crime', ' Drama']","A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price."
Evil Lives Here,"['Documentary', ' Biography', ' Crime']",A TV series where individuals share their perspectives of loved ones who committed horrific crimes.
